Set,Uzk_1,Uztwm_1,Uzfwm_1,Rexp_1,Lztwm_1,Uzk_2,Uztwm_2,Uzfwm_2,Rexp_2,Lztwm_2
450,0.900747705,62.51144985,98.89869515,3.875964613,156.5870508,0.59208182,165.3763099,77.5137174,3.150569214,355.7492861
451,1.02253217,231.7435824,4.408795748,3.167496626,622.615698,0.866046815,125.0017059,78.22300162,1.98953365,719.7451021
452,0.59856172,39.80739437,44.76983262,3.781730651,157.1958808,0.74981914,202.6724217,96.73069098,4.01591769,792.947678
453,0.327667155,152.4449017,57.08428799,4.230043244,215.4051296,1.374089893,55.47422198,72.05252157,1.070471157,31.49467004
454,1.162383713,113.9969796,60.15511352,4.975203068,353.86863,1.218755388,153.0007531,78.59315365,3.64553063,559.1390164
455,0.686543965,34.30180741,17.69787446,4.563966492,511.9601112,1.107426357,147.2124731,96.3800095,2.269264295,481.1893299
456,0.41030342,61.10108629,32.07967328,2.755430993,273.9614929,1.206032201,82.25096245,99.92968923,2.211172996,474.2767874
457,0.794875315,106.3472847,41.6429947,4.539498842,549.576688,0.646035987,195.679407,68.29929761,4.143671338,701.6010458
458,0.492800131,248.8060929,18.4514947,4.756644772,697.2622339,0.887657668,67.74670082,79.65887286,2.227031771,799.9669262
459,1.443018055,227.4177439,35.25642184,4.88192975,359.1450124,0.945738407,218.789731,96.86748773,3.006879858,138.7586813
460,0.757570031,94.14948721,29.6659389,1.522515722,232.140652,1.155117109,162.6510441,83.8496909,0.668666444,550.3510638
461,1.056646054,162.6595476,96.47133905,1.007701361,782.4800365,1.13316753,100.1165512,41.80490344,2.051187202,152.3520786
462,0.747508507,84.61416464,6.096943551,2.892300606,350.423738,0.800933349,205.2150242,19.33567586,1.445168472,340.1293594
463,1.230657895,141.3883435,95.86797863,3.727162936,176.2269405,0.212613773,123.5397259,21.57371876,2.654990458,261.1525442
464,0.907665011,166.7335033,54.47379138,1.964880505,269.2039461,0.852177428,182.4219491,24.11089095,3.74415152,248.0656153
465,1.068548938,76.19064223,24.71718045,3.464714401,774.4152614,0.783600626,59.45705875,16.27565957,4.716664026,126.5957217
466,1.30007478,168.628075,55.85644175,4.042686091,244.5824984,0.994268821,38.55736015,52.43895974,2.038554531,86.4954747
467,0.302459483,172.7226754,21.02654038,0.621237768,562.1195837,0.581046218,222.0708357,14.02639613,4.614119773,751.2709036
468,1.34728937,220.9997594,9.269490392,3.948553347,695.5385577,0.789389987,146.4086644,42.49741677,2.634039658,137.8203926
469,1.071324623,222.5999727,60.88234478,3.553426595,747.2658937,0.857629495,194.4446874,33.72728072,1.026841375,184.0006884
470,0.549915364,98.17342262,27.58490415,0.756938002,573.9324667,0.410184516,53.19813922,59.46871584,4.15625054,413.7127039
471,1.447075705,197.7548982,41.73655811,4.386096436,65.11035265,1.303699203,140.8249965,64.05160056,1.667701545,271.1581656
472,0.92304648,124.9748468,40.52363566,3.333698405,582.8537426,0.120201615,94.20567689,84.75489955,3.783527675,349.456824
473,1.497846953,44.83487317,82.8297033,0.553483165,318.7409461,0.699973687,107.8026511,74.57514381,4.40155013,750.748834
474,1.331079165,119.2606817,11.22204282,4.527801509,303.7687167,1.36412597,142.9644297,85.03240739,3.937254207,415.7379679
475,1.197531227,79.64854316,79.2215554,2.840895327,371.0419128,1.280598684,218.8527363,32.96689447,2.948186739,118.0220838
476,0.172652568,49.33262393,7.428918079,3.254838616,741.493301,0.166356564,145.153565,96.01420451,4.20315133,546.3227402
477,1.262215397,220.7534217,88.26553676,0.761013052,507.3528138,1.379333935,202.2851622,84.43691949,1.040273438,135.1596211
478,0.36509699,39.00064945,41.28277044,1.417099133,218.815734,0.329109604,162.7762838,4.957522822,0.753255976,210.8850428
479,1.327170604,100.0607154,23.28600974,3.231505614,149.4283521,1.4974126,80.56397666,37.60157988,1.536002828,213.9502951
480,0.282028806,174.5445817,97.51930953,3.08522985,491.8700376,0.347868105,58.13055917,57.16887035,4.962494804,629.3652409
481,0.154760015,123.7863084,48.05597225,4.893517587,140.0757777,1.488867307,173.9617847,60.20827869,0.840457105,737.5810994
482,0.536564332,108.0562223,70.8780769,4.859467529,247.9137845,0.640478884,226.6953434,57.45227885,3.706563892,223.001116
483,0.308850389,81.7879887,96.709262,3.021839035,763.0101265,0.67876815,154.7220981,13.87321457,3.656235751,573.9566147
484,0.260552806,179.9062763,41.14601326,3.466967132,59.17673476,1.193514402,230.4951034,70.31915591,2.989468656,59.94694862
485,0.877014994,153.6545677,14.01308458,1.013225877,118.6327723,0.251673514,112.0868021,22.43494825,3.738061371,591.4932555
486,1.138932419,36.54304129,89.61767713,1.104801169,373.7241091,0.788685628,160.6380646,56.98195503,2.651804469,527.6981162
487,1.28663223,141.0676501,39.83343506,3.588993296,462.7265719,0.402151749,85.89282357,52.12131173,4.579778624,540.579807
488,0.239048042,149.6055834,22.39667919,0.917704792,172.8645512,0.315460412,69.62202298,59.79747585,3.688397268,479.0709669
489,0.954526229,146.6781407,67.72150517,3.52486434,727.1331703,1.058905619,155.3479835,58.57408665,4.830893155,424.1927502
490,0.64217832,244.7046533,86.59508566,4.639028879,359.5526364,1.278924656,209.2089454,53.09738436,2.739907129,464.6215116
491,1.301388696,41.2433681,13.7821347,1.293503376,230.3075363,0.78135165,192.60939,15.23468317,1.677611854,341.7081038
492,0.344650378,205.5909549,39.63417134,2.748562915,540.7282004,1.031062243,126.7266308,93.6249707,4.823344629,53.51992208
493,1.275991089,237.0064806,77.14239391,4.26928779,704.74612,1.296935014,205.4185552,83.08182242,4.456373854,788.4755225
494,1.280765347,143.9706312,26.3373582,4.691064753,409.8281429,1.082382423,127.2026839,58.24286012,4.184334737,365.4401523
495,1.335126903,75.60417668,6.992557845,0.704593112,424.0019514,0.906775942,220.3625563,17.04852326,3.51889487,214.5875409
496,1.3645375,51.88839277,33.17507499,1.120779268,322.8463026,0.643479574,180.1983634,62.0156277,2.921083812,352.6490587
497,0.577234606,30.13822323,21.57274601,1.491704479,469.8771589,1.06352111,146.958254,83.68477605,2.858230643,59.19862904
498,0.75242299,61.660296,12.02730658,2.170159156,731.6783891,0.932083484,94.55841906,48.41691728,4.575733126,472.5488036
499,0.807682241,156.383353,84.37817896,3.70152699,111.0831439,0.980721457,169.9667097,54.93529287,0.797077592,703.2883359
500,0.142777045,62.77239618,44.29588658,3.38093456,426.9820902,0.473410671,103.9925178,86.70635699,1.548335085,385.0016318
501,1.22714495,82.44925943,80.17558838,4.913930001,768.0292882,0.835222082,31.39883305,33.44410151,2.839918586,606.4249038
502,0.644203429,217.0689578,75.32512762,1.228941321,783.9246345,1.091377045,206.5825365,43.70713122,0.831272889,770.4249322
503,0.231797337,164.6072124,44.1869556,2.717935401,689.8647266,0.101082792,43.37879495,72.79899248,3.481416376,697.1761706
504,0.380869051,231.5914013,87.34558693,3.117980583,664.8172444,0.836805612,190.6461328,37.20592307,1.393214859,182.7763935
505,1.190230955,47.07903546,64.22026444,2.673420754,487.4324602,1.061179587,132.2147923,12.71043848,4.892967236,116.7142361
506,0.999902139,189.583492,10.66658211,2.033508414,36.19251424,0.969864382,95.19962085,90.24891093,3.348536594,582.8735605
507,1.137526576,41.09059311,7.581937972,4.939463807,518.7997928,1.178886483,63.26269023,61.54231902,1.380323317,562.3329542
508,0.897517099,126.5535652,35.38725438,4.117314451,112.3242279,0.614447407,163.5842317,27.11573545,4.57020924,304.6613337
509,1.116091545,233.0518036,47.87391823,4.204117847,338.8738759,1.090404475,237.5402155,72.34357774,4.523907347,115.1479592
510,0.121476065,76.33683118,27.74419969,2.453430004,776.8621026,0.871310253,202.9166092,86.88015806,2.102021264,553.9514152
511,0.112319429,70.84835706,31.69142063,1.207188558,473.2662006,0.133157771,63.99665507,57.49601075,3.136741131,522.8624909
512,0.285774566,58.22107235,5.929813662,2.131485963,743.4584717,0.815696971,82.7031007,54.02419877,3.239362356,690.8428755
513,0.685798666,116.2421177,70.31442948,4.25012216,430.6242507,1.337620777,91.32883462,15.9956219,1.957876996,413.4550843
514,1.195329199,66.91872615,53.93910924,4.590776081,288.9545821,1.016491818,73.57074475,7.504793906,4.88892823,150.4637499
515,0.295088505,206.712351,83.29747591,2.256827328,91.34675472,0.952738628,87.22163195,27.53508784,2.271226169,679.7459122
516,0.804996079,89.53160339,23.81364611,1.551154321,302.4537442,1.170792015,158.6944911,74.98669602,2.375066334,656.5886081
517,1.278858897,97.71094544,64.94146472,2.693155114,107.648378,0.221318663,178.9356582,67.01398128,4.933922344,243.9437598
518,0.435884795,74.143802,34.13270714,3.098832449,239.3710413,0.258294093,144.4627734,8.990412792,3.768685635,639.1447403
519,1.029136453,47.66822274,88.76675807,0.973141625,367.4228476,0.705503196,138.3820435,33.68442189,3.97024942,442.6784094
520,0.640913929,52.62538058,66.89273247,0.698710706,685.6497106,0.624201541,171.8055794,89.05506444,1.795097381,761.0607159
521,0.800610312,169.0543051,87.15599544,1.993277558,673.4695334,1.430201044,70.57392695,37.76872561,4.170635909,678.0442483
522,1.106227513,223.0435997,25.74663354,0.989235871,155.7864408,1.06554034,158.9222593,32.64556184,1.406570623,752.1922376
523,0.986896387,141.1549349,40.32691317,3.650174198,45.57138207,1.447505651,248.0130597,85.36290713,4.902257186,724.679997
524,0.649117537,102.9976681,47.69866471,0.538608094,108.9486903,0.17130677,30.41674429,72.25701041,3.132210041,188.793053
525,1.374058816,199.0822178,34.73336779,2.005906043,58.46449028,0.51139935,42.24231411,56.36823947,1.377035466,119.7648384
526,0.878276667,30.90510003,55.1193909,2.913610358,710.3763693,1.420533081,129.0191404,71.2002415,4.720118389,388.4883632
527,1.097958182,160.8357385,76.92336582,3.065124117,679.8386433,1.071057998,193.3364908,9.22813727,2.43287113,558.4913728
528,1.125774422,86.43169334,83.71669542,3.722931049,611.6435663,0.320031137,236.8260362,89.52042221,4.053570426,379.5806701
529,0.617422925,170.7039172,45.33594803,4.020927347,424.3537722,1.292067518,148.1794988,79.1971589,4.138044631,76.64598968
530,0.280462648,126.3825973,42.15350841,1.036227513,227.691583,1.422676475,223.6819403,94.0663218,2.095499098,32.39821337
531,0.258119629,150.5426896,30.39469223,1.959023264,519.5484075,0.652689379,159.1598021,21.26921696,2.778923426,747.6500363
532,1.11011451,102.1957275,11.46777378,4.019292973,634.6975898,1.108694557,217.8602797,84.01567689,3.316441905,513.9527492
533,0.306944878,195.8011895,62.55640662,3.994045382,607.059434,0.573623746,87.70062286,98.57603627,4.842132528,729.6077792
534,1.209155623,242.6255534,54.0772277,0.774277293,290.0006603,0.762633415,73.1104892,5.304266659,4.806719702,560.2247685
535,0.163632577,117.4057258,70.96742499,0.728816414,624.2692431,1.021610461,88.61845132,27.27929885,3.295222972,370.7523849
536,1.46640098,161.5308179,33.30643669,3.440704831,116.9299989,0.734635687,152.5109797,62.13291548,3.197854102,317.803053
537,0.53421882,32.50470301,40.29212846,1.946014036,443.9015336,0.146247167,243.1464261,49.10144986,4.706160933,655.1579507
538,0.165440824,172.6275946,95.70448354,3.713804764,639.4047173,1.477954137,85.26276795,11.8783843,4.304895681,305.6782206
539,0.335283237,180.8041296,93.22045206,3.35443723,332.7541398,0.610272734,235.2404559,92.16931634,2.61352454,483.5436477
540,0.951525719,95.98090421,48.64506144,3.571966207,735.7519181,1.123298277,115.8357049,75.47243734,3.186596022,721.6412712
541,1.010057095,159.3448012,18.32644509,2.090420821,198.8853041,0.116821798,49.00847063,86.13975392,3.308082064,290.6458665
542,0.665013471,142.6175186,64.65518097,2.988178821,778.0666308,0.479903255,239.1786191,51.6236428,3.46293686,621.9409136
543,0.849694377,88.870677,61.76051661,4.363808122,197.078829,0.682385225,111.3692853,6.546436204,3.999654291,480.3820382
544,0.52938877,134.2744689,8.759513105,1.659364814,623.8999535,0.902722147,139.5852907,40.32299848,2.475275539,756.2922901
545,0.317972835,139.7654396,75.81162588,2.909506945,421.1347496,0.967339926,247.0761371,60.72619683,4.945529929,79.1879139
546,0.485488583,75.08830254,20.44601244,0.573116732,391.7220094,0.110302206,204.6933044,76.36970029,2.662362382,294.3119787
547,0.736094427,176.3597266,67.03128156,3.557172185,126.7530934,0.127494553,107.357704,76.0775124,3.056627828,438.61601
548,0.227587551,168.2816305,40.17221741,2.532047715,127.5140036,0.947898342,62.42267235,44.95473003,2.879699151,72.57556207
549,0.359344606,152.7166139,52.61226158,3.34118892,474.739784,1.189652199,121.5376367,66.21669478,4.597749119,46.82257714
550,1.378696265,83.72057565,49.17349701,4.725075551,724.7283281,0.826700642,162.0120135,72.70221572,1.021462128,60.65287266
551,1.020570884,94.01278367,34.46870454,1.076785142,69.42133469,0.625688347,119.6339826,15.59006627,0.507442062,512.4751565
552,0.896275607,249.2695952,68.37683945,1.52421177,492.7680564,0.519687417,184.4304115,18.17477711,4.764145069,391.3615091
553,1.385064822,199.4799948,42.22065572,3.126641237,355.3976904,1.460362223,225.3748105,10.06474649,3.741078737,332.317121
554,1.176993308,225.7181065,79.44007671,3.175685314,431.1634789,0.650496145,232.7888749,60.45131763,3.39139928,644.0707996
555,1.214311338,45.3405425,36.90393813,2.918190633,50.33132052,1.012021789,43.19315144,38.9354899,3.550017835,735.7332021
556,0.387678536,177.0243239,29.80921061,0.937385303,740.5707418,0.827971793,179.3965216,33.51018023,1.979330649,576.4065275
557,0.558651257,189.2422479,52.93584724,4.800183361,298.2665669,1.346143105,139.4589043,28.98284677,4.412082917,132.3865463
558,1.26491065,109.2184793,46.87377969,1.423229501,557.9507985,1.325476082,203.9647304,38.42232366,4.849625746,632.8888572
559,1.225541234,117.5614666,70.08379178,3.809557762,330.2945093,1.396454852,54.18844674,8.441302222,1.263701288,524.7993588
560,1.381438291,143.1141936,35.0395578,2.776343711,364.4494304,0.87074863,178.8437488,12.48720781,1.528093867,337.3137518
561,1.249583645,246.1384729,88.19155267,2.607197599,461.3761952,1.344808937,41.24542552,24.49683117,1.158654144,217.236625
562,0.338913363,179.4027224,94.10268975,0.967317113,181.8795909,1.255861384,39.17947587,19.86230349,1.289270829,712.0969856
563,0.554276515,169.7218336,82.59733725,4.430290739,648.3072944,1.1350638,241.0620604,99.51763366,3.66652441,418.1611126
564,1.219174855,188.954805,88.52560423,2.219286601,210.6957934,1.16277722,249.0230153,91.75119671,2.95717893,232.8317175
565,0.838591471,247.4002262,50.15871562,4.09246078,451.5740476,1.378273671,232.8834844,84.22656785,4.167271975,125.9877673
566,1.255721498,175.6533952,11.87533506,1.479014438,780.5141629,1.439082999,152.697215,92.02883682,4.861942056,297.1424343
567,0.313698036,203.022465,77.67438112,2.047635301,83.04662754,0.429857394,159.9279502,65.46740214,3.233858746,400.4593908
568,1.091112266,59.74288656,15.94602349,0.61091271,175.6506818,0.730276455,65.3377431,71.02788615,1.809532562,742.0384229
569,1.02539783,242.0606884,80.9145327,4.569809714,789.0419991,1.23315978,98.41219457,33.36063114,0.50267345,251.8894888
570,0.871228698,201.1620928,13.49300036,4.664650099,750.7718207,0.6284147,66.80703799,99.53347552,3.166215685,657.3889974
571,1.434299858,185.9899789,92.99834754,4.625280946,436.1599222,1.356542247,134.1615937,59.1287146,2.419362258,781.9751123
572,0.545099817,133.5950144,98.38099049,2.264200934,402.2692567,1.067733548,233.5286941,5.177950528,4.941695335,292.2868532
573,1.430040314,55.17069073,35.83884771,3.485984301,381.1708103,1.459946942,80.9528518,71.92826595,3.685322582,498.5919804
574,0.371877999,242.0462639,77.83413696,3.266793642,219.8380594,0.451436268,82.07114818,38.48156955,2.659946645,733.6153912
575,0.332873157,107.0348738,87.58229565,2.82893948,200.4807308,1.020453773,164.7888337,86.17315665,3.794017937,81.96097065
576,1.089042457,194.9968199,78.32290748,1.912978317,119.5367815,0.107358444,148.9081123,50.08939161,2.355550371,718.670025
577,0.167597165,222.1240024,71.08356539,0.792920254,94.02920641,1.127698319,103.0282004,5.223332354,4.611145292,531.4546701
578,0.459979387,227.1985048,13.32092296,2.480886492,66.1466548,1.48994146,58.26245101,83.49606971,4.066148217,559.7400736
579,0.468939311,113.4955444,29.9784965,0.847125304,206.7992213,0.150649062,44.42226597,25.24107596,4.553601189,793.9344943
580,1.103168998,226.903434,18.09020909,1.089791255,798.7938466,0.763501385,237.786543,58.15056856,0.86368441,456.3985483
581,0.207457178,66.54779923,77.20669263,2.579221247,527.0344784,1.499235194,61.44011319,99.77918371,2.725263316,446.8022545
582,0.583418989,134.9548913,20.12032137,1.281303257,164.0602003,1.411613093,139.1343075,80.7306953,3.637931877,186.7968387
583,0.291518092,33.14097527,12.73582341,4.00156336,33.57906274,0.859240454,210.2933041,70.7247452,2.745750472,775.9032706
584,1.358936542,80.69228296,4.966340887,3.972964144,478.3042955,1.458422859,231.573749,29.39901945,3.586078214,743.6829416
585,0.941450428,33.88105599,87.82281452,2.836698765,705.5397933,0.75974728,156.9582234,14.40040932,2.686642776,679.5244958
586,1.018871086,48.24944578,74.54316453,4.55509687,274.8500648,0.963849162,146.5756412,4.612599618,3.595367879,787.6431248
587,0.593997138,62.30513237,41.50279883,3.089518503,595.736579,0.684081722,214.124337,16.17756853,1.209322423,308.1232222
588,0.804041736,206.3656209,89.51972168,2.168407296,87.99183822,1.401623289,243.6823457,65.52496756,3.869867874,359.5717868
589,1.307964255,36.75840201,50.0339142,2.211596569,728.0697379,1.349339296,229.3465592,99.66006177,4.634558292,500.8861165
590,0.272334808,143.8153195,9.771958417,2.279323275,446.2117263,0.268081857,197.5540917,76.73021682,4.307907429,645.8767099
591,0.984666931,159.1541601,53.57617365,3.35988623,268.1540456,0.240517979,203.2945977,13.13237535,3.541977608,488.4714081
592,0.788645535,235.1839075,49.26727382,2.033812305,491.5545759,0.37365167,136.5347233,92.82090574,3.095749251,404.3597719
593,1.356974604,59.17887611,10.78629313,4.62205355,499.1731152,0.331814753,122.8495153,29.07061196,3.560242225,495.9271213
594,1.156676151,106.0979038,5.17283214,3.748709979,393.9375971,0.546388257,67.99832626,7.095952172,2.448390274,51.22078988
595,1.423909367,173.4488656,35.45255709,0.736862313,476.3574356,1.142351421,241.8905356,28.80359545,1.286429968,661.6214803
596,1.40919161,95.54860468,4.586890775,3.517673963,479.6582003,1.384470835,119.4209017,77.29935875,2.332053823,203.4199529
597,0.937154552,99.64219489,22.90351781,0.507972843,216.3492321,1.413398967,80.28458769,49.36411399,2.6734565,571.5550583
598,0.243974303,112.8994784,65.74330547,2.637373367,354.8331394,1.029788053,82.89552087,19.82746993,2.939347421,613.2804053
599,0.635707594,140.2787621,64.31749219,3.005714062,32.02491943,0.394908241,104.526114,61.87036875,2.30511936,244.3654099
600,1.178687225,115.4947491,84.81296238,2.548107396,77.74233241,0.197153412,80.25986328,82.3137751,2.625923792,392.962732
601,1.338054987,187.064924,64.67316685,3.978425703,408.9353706,0.476761081,143.6232059,47.89445183,0.993137731,607.0184796
602,1.251851323,139.5451134,9.828740905,4.766872519,605.5416971,0.392704432,76.35404759,73.7539273,4.299177516,149.3727625
603,0.48159475,46.18464872,59.6830141,3.848057917,771.4876219,0.702102708,214.5840051,31.43580209,2.863599751,238.9470396
604,0.646157742,79.21411975,25.67781903,3.766140077,245.7526552,1.151704684,58.37282953,25.75776707,3.510106922,128.9037101
605,0.796706779,198.0792179,30.59678924,1.572717447,76.33812079,0.843518454,178.2076201,82.17467265,3.338359197,107.9270805
606,1.221508611,238.5216139,87.03704753,4.502839719,760.9007976,1.040451335,54.47762669,78.05357199,1.996013475,616.1365365
607,0.158727806,179.2052465,76.61553684,4.827643017,183.1433233,0.207818125,176.9703889,31.9128417,2.084671731,574.7207281
608,0.975470685,82.01799138,55.45421863,3.327158222,42.75550198,0.103390834,48.43233336,50.0650571,0.659519919,36.10045653
609,1.186070279,86.59043135,81.06606568,4.398096208,168.0237399,0.468301947,114.4782455,14.7524129,3.286556867,221.7469664
610,0.966720531,157.7515537,72.4365388,4.371007002,766.2050538,0.553969702,225.1869798,45.64900012,1.144226035,187.453578
611,0.902409531,194.1311755,39.21649722,3.684123334,772.7917872,0.559520852,35.93787252,51.09045525,3.420941688,159.6050307
612,0.453518168,210.4481902,65.17775214,1.041237338,313.6236376,0.293138751,237.4982852,64.46391675,0.937884267,324.8694199
613,0.743187482,175.0254032,33.07986695,3.178595708,250.7913852,0.246189731,78.05360235,94.65595616,1.764217323,497.4284724
614,0.378574175,227.7230209,12.58798277,1.649872473,291.1301285,0.792564859,119.1198272,45.58107168,3.952890537,662.8523532
615,1.11498912,235.8470448,55.52476207,3.132535467,486.4907036,1.367342743,59.19277765,9.266218835,2.488877481,242.5865989
616,0.969661724,52.01542835,40.43837921,3.24170963,168.9797979,0.237307069,144.2967194,29.29691175,2.046718843,236.2063054
617,0.888182085,204.8175077,79.47837538,2.4448333,722.5329071,0.353157199,219.5807691,13.6739254,1.458707683,286.4833303
618,0.658689469,118.107659,97.7055469,3.733822089,56.33529999,0.498955252,217.3142495,30.26872894,2.845751375,396.679767
619,0.271701087,43.45384245,28.96944932,4.784537896,690.2334361,1.113322983,84.55528144,81.91138509,3.066931322,742.7743918
620,1.039307305,114.4053942,68.06387121,3.001988779,333.5701864,0.163505898,141.2793319,51.20812076,4.673562009,410.7000205
621,0.65611489,42.78658934,61.86114908,1.689629318,572.1796308,0.143100034,167.6223449,89.82945568,1.947418826,652.8508132
622,1.264436973,131.0298783,69.54736842,2.906798411,369.6601446,0.673888671,57.15234534,95.14106339,1.274362741,216.2832381
623,1.302989019,237.4898542,67.68118309,1.223292019,482.2175511,1.301059733,165.2164583,89.59624764,3.964780457,647.981366
624,0.470609178,99.46905259,12.94103295,4.181722432,41.7757316,1.308800125,30.87652172,45.99772852,2.131660695,445.5815376
625,1.490035509,123.9246973,28.9438776,3.290623277,536.9248407,0.176919267,109.6911234,39.99473091,0.947972437,461.049522
626,1.012282659,137.1288248,51.74403762,1.942622799,442.7669198,0.356397944,245.5484682,9.671531515,0.515428926,549.0038792
627,0.512540966,158.5173595,95.44179655,3.94129024,365.7969541,0.182026982,31.8687919,61.01424375,4.311156566,719.4466826
628,1.034431224,46.52947015,61.41121476,1.694750331,678.2613204,0.593780757,38.05193629,92.93621349,0.600412655,44.78879843
629,1.383089624,169.4431603,54.89125386,3.344240074,92.88956743,0.421240491,63.77802343,23.20862039,3.02635757,754.2023437
630,0.319612917,112.3083843,39.09792691,4.969341947,131.9450819,0.853341366,60.79664597,77.85008324,0.741114609,682.3873548
631,0.69221224,249.8176032,90.87378735,0.789523589,85.04474796,0.34546071,139.7911779,24.18023158,2.832241603,33.51909948
632,0.105697861,123.3699596,20.26481927,4.507102576,472.1021322,0.294251015,179.7264229,83.53355188,4.2753688,351.3813338
633,0.137867229,147.3638437,43.42849111,2.245639005,677.1775365,1.144442905,187.5453643,78.35164592,3.036542891,153.7340358
634,1.297827789,166.0896458,16.83634355,2.707712879,489.8694968,1.118980192,109.2211974,46.08294466,3.754160049,131.8433931
635,1.236495334,194.5083077,42.31730824,1.862240305,628.0504519,1.191238371,70.91978291,48.74580106,2.49358268,32.2170847
636,0.572626595,31.30973146,83.46346593,3.410321222,179.7970086,0.786056665,240.1485129,61.72045503,4.441367781,229.2088541
637,0.251662894,205.4308042,59.06154683,3.490130698,731.2191932,1.169782448,164.2270429,42.82047667,4.161094318,263.4512233
638,1.027016004,58.75404017,8.784989576,4.852198726,696.8506199,0.755323501,135.4352015,27.67935401,2.594946257,294.9261888
639,1.016636269,64.96524106,21.21102039,2.346441853,88.78126183,1.175365348,41.15052616,46.26336722,4.903869884,408.4055351
640,0.899481392,128.3754738,17.23592785,0.592883355,326.3820429,0.13993862,176.7120506,7.835070595,4.663439121,778.9759163
641,1.070289317,121.6266813,47.06617783,3.85469558,644.6363331,1.482394592,51.86969872,83.35183039,0.749678871,319.0656054
642,0.779145661,185.2887284,62.66005291,1.241424522,756.2964943,1.32827772,86.24551467,36.7624009,4.123939644,504.4248584
643,0.175242864,103.1343658,81.98491375,1.14060735,373.2773757,0.636807809,223.2780883,81.73518318,3.672384247,230.8132599
644,0.298733064,164.1332467,84.0216381,1.117516229,638.0321588,1.04629492,227.4865738,86.52812676,0.543173784,87.28019753
645,0.7731218,31.1216564,40.69347233,3.226341509,591.0402643,0.676198742,213.7477074,87.95469053,3.957593635,67.39082523
646,0.352655531,67.80648741,26.15208573,1.617132909,93.44203115,1.322272516,35.39554454,35.57810502,4.668722429,157.21164
647,1.07633684,109.3033556,48.30639029,2.871552812,313.3332874,0.496999941,141.7058405,74.76061991,4.695869074,615.3737645
648,1.418647876,53.54306613,49.052565,2.635353155,60.79451174,1.342474567,94.35094192,30.67271541,3.89854148,585.1750453
649,0.125066299,192.9209532,57.94791747,3.776667481,566.1469582,0.439747418,97.6586256,52.96180366,4.509857239,711.0845301
650,1.376842629,88.67383002,8.592562953,1.304931254,39.94237842,0.350927751,157.6709422,19.72016023,2.795395812,605.3239043
651,0.959840253,126.762405,23.13006837,1.531314636,246.8110875,0.899940387,233.847077,64.6734108,4.74818457,325.7480767
652,1.323085026,170.2038438,82.53710166,3.051768656,134.6880478,1.241454098,218.2711209,45.44660947,1.14938121,563.3849585
653,1.439394546,32.24321046,97.27702464,0.93413192,622.1352682,0.502387192,164.2927705,9.508118164,2.956272081,371.6975258
654,0.696198488,174.923779,7.840755239,2.28219083,252.6729582,0.522698151,247.3343543,82.78229046,4.421770463,36.80291941
655,1.059448507,177.9278994,8.482891013,3.83907435,329.9600575,0.244802643,129.6293091,94.82830663,0.546073547,607.671173
656,0.389931923,72.37459562,8.518373176,0.750743279,460.3477557,0.761512675,186.8807526,50.70827017,4.195479697,265.1207995
657,1.414340471,231.2291,81.8575213,2.924163407,554.9703232,0.911069969,162.1758518,39.50236552,4.404095322,48.97737042
658,1.253628534,77.16039176,25.20863804,2.50961287,81.9900799,0.599330111,48.25542845,39.01277519,4.036367591,492.7701503
659,0.374684073,97.24891271,93.76432751,4.874805598,103.2903431,1.397922356,71.29649681,90.88872932,3.712404339,155.9229519
660,1.111390428,213.117787,73.0857715,4.127293189,310.8218187,0.138635408,186.2112608,5.409346124,4.682909192,149.6762221
661,0.525690138,183.6200927,17.60447494,3.923338801,574.4974468,0.743206936,124.9572001,34.8383495,1.322734573,611.8415035
662,0.794496441,178.7598873,77.46493373,3.689315827,166.0814534,0.162419452,150.5065674,19.62674783,0.963076424,452.1733688
663,0.342807744,91.48510928,90.47535221,3.851481323,473.7147057,0.113723032,88.32120317,64.92821459,2.352704392,756.5358688
664,1.067770257,56.97823702,45.19341666,4.517475173,363.4312986,1.052793461,48.9007054,90.19322945,1.816904678,455.9042764
665,1.232335185,76.79171492,91.20021876,3.638144096,719.3951386,0.541940862,193.1915073,84.63502625,4.690238599,291.0955279
666,1.451897016,171.0454239,55.65196525,3.045967477,160.4409815,1.368468164,176.919303,57.95390408,2.823884553,231.6867203
667,0.275230572,192.4019506,92.32135509,3.028132896,238.6174517,1.036866864,127.6851562,57.83184639,2.142413574,774.3727925
668,1.33005272,38.61394202,45.65968812,0.695938628,305.5817911,1.139062022,194.950791,9.946790448,4.015335333,736.7710582
669,0.565588475,244.9252173,81.53465771,2.684345951,294.5462526,0.957106189,176.506433,73.1987554,2.616928213,52.25581812
670,1.134687877,131.6719004,18.1934427,2.024691873,207.581645,0.372873563,172.1822487,98.94422699,0.648759647,83.68110225
671,0.724725649,163.4493914,99.33050389,3.704264815,221.4406452,0.253590287,219.3042598,37.74559039,3.89614781,621.6805573
672,0.71077478,42.13405387,21.9208216,1.565369992,46.50743585,1.251697197,151.4228002,31.88147773,2.297801046,330.4114535
673,0.464989214,176.6183425,63.00814698,4.103336851,137.5062875,1.259390484,138.8473231,54.45620729,3.256900214,398.6280593
674,0.246401312,199.8392125,6.514579098,3.884799969,606.3981879,1.094838189,105.1902314,81.8832381,3.630373371,648.8872853
